order_id,user_id,status,gender,created_at,returned_at,shipped_at,delivered_at,num_of_items
80041,72604,Delivered,M,2020-03-24 16:12:28+00:00,,2020-03-25 16:12:28+00:00,2020-03-27 16:12:28+00:00,1
80042,30008,Shipped,M,2021-02-20 03:24:50+00:00,,2021-02-23 03:24:50+00:00,,2
80043,67392,Delivered,F,2021-06-12 10:08:17+00:00,,2021-06-16 10:08:17+00:00,2021-06-20 10:08:17+00:00,9
80044,17343,Cancelled,F,2020-05-25 16:48:12+00:00,,,,4
80045,102842,Returned,F,2021-03-01 01:49:40+00:00,2021-03-09 01:49:40+00:00,2021-03-03 01:49:40+00:00,2021-03-05 01:49:40+00:00,7
80046,46439,Returned,F,2020-07-03 10:17:11+00:00,2020-07-30 10:17:11+00:00,2020-07-07 10:17:11+00:00,2020-07-08 10:17:11+00:00,2
80047,7945,Returned,F,2021-05-22 13:54:54+00:00,2021-06-03 13:54:54+00:00,2021-05-23 13:54:54+00:00,2021-05-27 13:54:54+00:00,4
80048,70293,Returned,M,2023-03-06 18:14:06+00:00,2023-03-22 18:14:06+00:00,2023-03-10 18:14:06+00:00,2023-03-13 18:14:06+00:00,8
80049,32743,Shipped,F,2021-10-28 04:24:19+00:00,,2021-11-02 04:24:19+00:00,,2
80050,6631,Cancelled,M,2021-11-06 22:48:38+00:00,,,,2
80051,121421,Delivered,M,2021-01-17 13:26:10+00:00,,2021-01-21 13:26:10+00:00,2021-01-29 13:26:10+00:00,8
80052,28017,Returned,M,2021-05-02 12:02:09+00:00,2021-05-12 12:02:09+00:00,2021-05-04 12:02:09+00:00,2021-05-11 12:02:09+00:00,7
80053,34761,Returned,F,2024-09-06 07:57:02+00:00,2024-10-11 07:57:02+00:00,2024-09-10 07:57:02+00:00,2024-09-19 07:57:02+00:00,8
80054,20290,Delivered,F,2023-03-29 07:30:09+00:00,,2023-03-31 07:30:09+00:00,2023-04-01 07:30:09+00:00,10
80055,96435,Cancelled,M,2023-01-17 06:33:25+00:00,,,,6
80056,7493,Shipped,F,2020-11-08 11:58:48+00:00,,2020-11-13 11:58:48+00:00,,9
80057,20636,Shipped,M,2023-08-24 09:15:10+00:00,,2023-08-26 09:15:10+00:00,,2
80058,77993,Shipped,M,2020-10-25 08:57:03+00:00,,2020-10-29 08:57:03+00:00,,2
80059,123417,Cancelled,M,2021-11-23 21:15:19+00:00,,,,10
80060,77925,Shipped,M,2024-12-11 20:52:16+00:00,,2024-12-15 20:52:16+00:00,,10
80061,74086,Cancelled,F,2023-03-14 15:20:58+00:00,,,,5
80062,26773,Processing,M,2022-10-13 23:45:56+00:00,,,,5
80063,51877,Delivered,F,2023-06-04 02:32:05+00:00,,2023-06-08 02:32:05+00:00,2023-06-14 02:32:05+00:00,2
80064,1221,Returned,M,2024-03-19 01:08:33+00:00,2024-04-05 01:08:33+00:00,2024-03-20 01:08:33+00:00,2024-03-29 01:08:33+00:00,9
80065,34761,Delivered,F,2023-11-17 23:25:12+00:00,,2023-11-18 23:25:12+00:00,2023-11-22 23:25:12+00:00,6
80066,37354,Delivered,F,2021-02-22 05:48:09+00:00,,2021-02-27 05:48:09+00:00,2021-03-04 05:48:09+00:00,10
80067,105789,Cancelled,M,2020-02-28 14:45:39+00:00,,,,9
80068,39241,Shipped,M,2021-07-30 00:24:51+00:00,,2021-08-02 00:24:51+00:00,,2
80069,116617,Shipped,M,2021-05-03 21:28:34+00:00,,2021-05-06 21:28:34+00:00,,5
80070,79277,Delivered,F,2021-01-20 06:06:43+00:00,,2021-01-22 06:06:43+00:00,2021-01-27 06:06:43+00:00,9
80071,64033,Processing,M,2024-09-17 18:04:31+00:00,,,,2
80072,83137,Returned,F,2024-05-19 05:56:05+00:00,2024-06-01 05:56:05+00:00,2024-05-20 05:56:05+00:00,2024-05-21 05:56:05+00:00,3
80073,83508,Processing,M,2021-07-28 14:26:36+00:00,,,,8
80074,72310,Returned,M,2023-04-11 19:56:38+00:00,2023-05-13 19:56:38+00:00,2023-04-12 19:56:38+00:00,2023-04-14 19:56:38+00:00,3
80075,71512,Shipped,F,2021-12-23 10:10:20+00:00,,2021-12-28 10:10:20+00:00,,9
80076,19411,Returned,M,2024-07-27 23:08:00+00:00,2024-08-14 23:08:00+00:00,2024-07-28 23:08:00+00:00,2024-08-02 23:08:00+00:00,1
80077,117824,Processing,M,2022-04-17 20:43:24+00:00,,,,4
80078,87417,Shipped,F,2021-04-28 16:06:30+00:00,,2021-05-03 16:06:30+00:00,,7
80079,81352,Delivered,M,2021-03-26 08:12:14+00:00,,2021-03-28 08:12:14+00:00,2021-03-31 08:12:14+00:00,7
80080,3249,Delivered,F,2022-10-22 01:23:49+00:00,,2022-10-26 01:23:49+00:00,2022-10-30 01:23:49+00:00,5
80081,20867,Shipped,F,2021-04-24 18:23:17+00:00,,2021-04-25 18:23:17+00:00,,8
80082,29155,Delivered,F,2022-12-03 10:53:47+00:00,,2022-12-06 10:53:47+00:00,2022-12-11 10:53:47+00:00,4
80083,29220,Shipped,M,2024-06-27 10:11:24+00:00,,2024-07-01 10:11:24+00:00,,6
80084,36518,Shipped,F,2021-12-30 07:19:39+00:00,,2022-01-02 07:19:39+00:00,,9
80085,52387,Cancelled,F,2021-02-04 11:30:46+00:00,,,,1
80086,15119,Processing,M,2024-12-26 12:05:17+00:00,,,,10
80087,34796,Shipped,M,2022-07-19 09:28:49+00:00,,2022-07-24 09:28:49+00:00,,7
80088,45310,Processing,F,2020-06-15 00:00:50+00:00,,,,10
80089,67034,Shipped,F,2020-03-27 00:49:40+00:00,,2020-04-01 00:49:40+00:00,,4
80090,33387,Shipped,F,2020-07-19 05:15:48+00:00,,2020-07-20 05:15:48+00:00,,9
80091,121317,Cancelled,M,2023-02-19 17:11:43+00:00,,,,6
80092,56532,Shipped,F,2023-12-17 08:05:09+00:00,,2023-12-22 08:05:09+00:00,,6
80093,86952,Shipped,F,2022-02-09 20:44:18+00:00,,2022-02-14 20:44:18+00:00,,5
80094,87411,Returned,F,2020-04-26 00:02:17+00:00,2020-05-23 00:02:17+00:00,2020-04-30 00:02:17+00:00,2020-05-05 00:02:17+00:00,3
80095,25145,Returned,F,2021-11-27 20:05:01+00:00,2021-12-28 20:05:01+00:00,2021-11-29 20:05:01+00:00,2021-12-09 20:05:01+00:00,5
80096,53226,Cancelled,M,2024-12-23 22:01:24+00:00,,,,5
80097,37607,Delivered,F,2022-08-24 03:54:25+00:00,,2022-08-29 03:54:25+00:00,2022-09-08 03:54:25+00:00,6
80098,60947,Returned,F,2024-11-08 04:32:19+00:00,2024-12-05 04:32:19+00:00,2024-11-10 04:32:19+00:00,2024-11-19 04:32:19+00:00,3
80099,86357,Shipped,F,2024-04-20 18:48:34+00:00,,2024-04-25 18:48:34+00:00,,10
80100,43934,Shipped,M,2020-01-21 23:08:39+00:00,,2020-01-24 23:08:39+00:00,,4
80101,105718,Delivered,M,2023-08-09 00:54:46+00:00,,2023-08-10 00:54:46+00:00,2023-08-11 00:54:46+00:00,4
80102,62278,Cancelled,M,2023-05-29 19:16:30+00:00,,,,8
80103,54322,Cancelled,M,2022-09-07 12:11:15+00:00,,,,7
80104,64800,Returned,M,2021-05-02 05:20:49+00:00,2021-06-03 05:20:49+00:00,2021-05-04 05:20:49+00:00,2021-05-05 05:20:49+00:00,2
80105,102030,Returned,M,2023-03-16 09:30:35+00:00,2023-04-11 09:30:35+00:00,2023-03-18 09:30:35+00:00,2023-03-27 09:30:35+00:00,1
80106,73061,Delivered,M,2020-07-22 16:39:44+00:00,,2020-07-26 16:39:44+00:00,2020-07-29 16:39:44+00:00,8
80107,87501,Cancelled,F,2022-03-04 21:09:08+00:00,,,,8
80108,80302,Cancelled,F,2022-04-08 11:59:15+00:00,,,,9
80109,58447,Delivered,F,2024-10-07 16:01:45+00:00,,2024-10-11 16:01:45+00:00,2024-10-16 16:01:45+00:00,4
80110,110083,Processing,F,2024-05-18 07:22:45+00:00,,,,4
80111,35993,Returned,M,2021-04-25 22:45:42+00:00,2021-05-11 22:45:42+00:00,2021-04-28 22:45:42+00:00,2021-05-02 22:45:42+00:00,6
80112,41905,Cancelled,M,2022-07-03 01:41:08+00:00,,,,3
80113,19770,Delivered,F,2020-11-22 05:14:24+00:00,,2020-11-24 05:14:24+00:00,2020-11-28 05:14:24+00:00,2
80114,54378,Returned,F,2024-07-24 11:00:08+00:00,2024-08-20 11:00:08+00:00,2024-07-29 11:00:08+00:00,2024-08-06 11:00:08+00:00,1
80115,27111,Returned,F,2024-05-08 13:36:20+00:00,2024-06-11 13:36:20+00:00,2024-05-13 13:36:20+00:00,2024-05-14 13:36:20+00:00,10
80116,49858,Returned,M,2021-06-28 23:02:40+00:00,2021-07-31 23:02:40+00:00,2021-07-01 23:02:40+00:00,2021-07-06 23:02:40+00:00,7
80117,111864,Returned,M,2023-03-12 17:19:21+00:00,2023-03-29 17:19:21+00:00,2023-03-16 17:19:21+00:00,2023-03-20 17:19:21+00:00,7
80118,63655,Shipped,F,2023-01-16 23:30:37+00:00,,2023-01-19 23:30:37+00:00,,7
80119,94920,Delivered,F,2020-10-06 02:01:41+00:00,,2020-10-08 02:01:41+00:00,2020-10-18 02:01:41+00:00,9
80120,3535,Returned,M,2023-10-24 08:16:23+00:00,2023-11-06 08:16:23+00:00,2023-10-25 08:16:23+00:00,2023-11-01 08:16:23+00:00,8
80121,23820,Shipped,F,2022-09-11 21:44:47+00:00,,2022-09-15 21:44:47+00:00,,6
80122,27743,Returned,F,2023-11-22 18:31:36+00:00,2023-12-11 18:31:36+00:00,2023-11-25 18:31:36+00:00,2023-12-02 18:31:36+00:00,7
80123,33066,Shipped,F,2022-08-26 10:13:09+00:00,,2022-08-27 10:13:09+00:00,,9
80124,6827,Processing,M,2020-01-02 01:03:45+00:00,,,,2
80125,102398,Shipped,M,2021-08-14 21:48:54+00:00,,2021-08-16 21:48:54+00:00,,4
80126,110000,Shipped,M,2020-02-05 13:32:55+00:00,,2020-02-07 13:32:55+00:00,,3
80127,62071,Shipped,M,2024-08-23 12:49:03+00:00,,2024-08-27 12:49:03+00:00,,5
80128,100519,Processing,M,2024-05-23 13:06:27+00:00,,,,10
80129,79594,Shipped,M,2024-02-27 14:54:36+00:00,,2024-03-01 14:54:36+00:00,,2
80130,75850,Shipped,F,2021-07-15 12:29:56+00:00,,2021-07-20 12:29:56+00:00,,7
80131,51991,Delivered,M,2020-04-15 18:30:44+00:00,,2020-04-20 18:30:44+00:00,2020-04-24 18:30:44+00:00,2
80132,91383,Processing,M,2024-05-22 05:53:33+00:00,,,,10
80133,102582,Shipped,F,2024-09-25 03:06:44+00:00,,2024-09-30 03:06:44+00:00,,7
80134,86707,Processing,M,2020-06-05 09:40:36+00:00,,,,9
80135,84875,Processing,M,2022-06-06 10:02:45+00:00,,,,7
80136,107785,Returned,M,2020-05-06 09:10:09+00:00,2020-06-06 09:10:09+00:00,2020-05-10 09:10:09+00:00,2020-05-16 09:10:09+00:00,8
80137,92709,Delivered,F,2023-10-20 20:37:45+00:00,,2023-10-22 20:37:45+00:00,2023-10-31 20:37:45+00:00,5
80138,80729,Cancelled,F,2023-10-30 09:55:40+00:00,,,,8
80139,57092,Cancelled,F,2020-08-22 10:37:39+00:00,,,,6
80140,111636,Delivered,M,2022-05-17 20:46:29+00:00,,2022-05-20 20:46:29+00:00,2022-05-28 20:46:29+00:00,4
80141,98367,Returned,F,2022-09-30 22:35:33+00:00,2022-10-20 22:35:33+00:00,2022-10-03 22:35:33+00:00,2022-10-04 22:35:33+00:00,6
80142,23835,Returned,M,2021-04-28 23:50:30+00:00,2021-05-17 23:50:30+00:00,2021-05-01 23:50:30+00:00,2021-05-06 23:50:30+00:00,5
80143,115386,Cancelled,F,2024-05-12 01:30:20+00:00,,,,9
80144,1331,Cancelled,M,2022-02-11 15:35:49+00:00,,,,2
80145,31636,Returned,F,2021-01-21 17:50:40+00:00,2021-02-22 17:50:40+00:00,2021-01-26 17:50:40+00:00,2021-01-30 17:50:40+00:00,8
80146,84660,Returned,F,2022-09-11 18:06:42+00:00,2022-09-24 18:06:42+00:00,2022-09-12 18:06:42+00:00,2022-09-14 18:06:42+00:00,4
80147,53006,Delivered,F,2023-08-25 20:29:57+00:00,,2023-08-30 20:29:57+00:00,2023-09-05 20:29:57+00:00,8
80148,72545,Cancelled,F,2021-01-02 07:14:39+00:00,,,,7
80149,97772,Cancelled,F,2021-07-23 04:39:17+00:00,,,,6
80150,92125,Returned,F,2024-12-22 03:25:31+00:00,2025-01-07 03:25:31+00:00,2024-12-25 03:25:31+00:00,2024-12-30 03:25:31+00:00,2
80151,94541,Delivered,F,2023-04-01 16:15:21+00:00,,2023-04-02 16:15:21+00:00,2023-04-11 16:15:21+00:00,3
80152,25106,Delivered,F,2022-03-10 23:17:53+00:00,,2022-03-13 23:17:53+00:00,2022-03-23 23:17:53+00:00,9
80153,78223,Processing,M,2022-08-03 02:14:37+00:00,,,,4
80154,38830,Delivered,F,2020-08-08 22:53:16+00:00,,2020-08-10 22:53:16+00:00,2020-08-15 22:53:16+00:00,1
80155,92802,Cancelled,M,2021-02-14 07:08:09+00:00,,,,5
80156,5966,Shipped,F,2021-09-09 08:15:42+00:00,,2021-09-11 08:15:42+00:00,,8
80157,13447,Shipped,F,2022-12-10 06:02:28+00:00,,2022-12-14 06:02:28+00:00,,8
80158,57734,Processing,M,2021-02-24 04:32:52+00:00,,,,1
80159,33093,Returned,M,2021-02-06 02:48:23+00:00,2021-03-02 02:48:23+00:00,2021-02-07 02:48:23+00:00,2021-02-14 02:48:23+00:00,2
80160,75632,Shipped,M,2020-05-09 15:12:03+00:00,,2020-05-11 15:12:03+00:00,,10
80161,124404,Processing,M,2023-02-26 09:27:21+00:00,,,,4
80162,15526,Cancelled,F,2021-02-22 01:08:41+00:00,,,,10
80163,78136,Cancelled,M,2024-07-11 07:07:35+00:00,,,,9
80164,49857,Returned,F,2024-04-18 16:39:42+00:00,2024-05-15 16:39:42+00:00,2024-04-21 16:39:42+00:00,2024-05-01 16:39:42+00:00,5
80165,74532,Cancelled,M,2020-05-09 09:15:09+00:00,,,,10
80166,97005,Shipped,M,2021-03-10 14:18:54+00:00,,2021-03-12 14:18:54+00:00,,5
80167,86564,Shipped,M,2023-05-06 13:16:55+00:00,,2023-05-08 13:16:55+00:00,,3
80168,72351,Shipped,M,2021-01-26 04:42:49+00:00,,2021-01-27 04:42:49+00:00,,7
80169,59049,Cancelled,F,2020-08-29 14:26:04+00:00,,,,5
80170,4279,Delivered,F,2024-09-04 05:58:33+00:00,,2024-09-07 05:58:33+00:00,2024-09-15 05:58:33+00:00,2
80171,90097,Delivered,F,2022-11-08 17:23:33+00:00,,2022-11-13 17:23:33+00:00,2022-11-17 17:23:33+00:00,7
80172,15044,Cancelled,M,2022-05-13 02:20:06+00:00,,,,3
80173,119068,Processing,M,2023-12-03 17:09:41+00:00,,,,2
80174,7817,Delivered,F,2024-01-14 11:44:54+00:00,,2024-01-19 11:44:54+00:00,2024-01-29 11:44:54+00:00,5
80175,57561,Shipped,F,2020-12-13 16:31:26+00:00,,2020-12-16 16:31:26+00:00,,7
80176,123559,Processing,F,2020-06-25 23:53:45+00:00,,,,8
80177,10544,Cancelled,M,2022-02-26 02:23:13+00:00,,,,7
80178,96277,Processing,F,2022-02-12 10:54:34+00:00,,,,1
80179,11971,Delivered,M,2022-05-02 18:53:20+00:00,,2022-05-05 18:53:20+00:00,2022-05-15 18:53:20+00:00,1
80180,100023,Delivered,F,2023-08-24 07:01:12+00:00,,2023-08-29 07:01:12+00:00,2023-09-06 07:01:12+00:00,5
80181,23789,Cancelled,F,2023-05-14 13:31:40+00:00,,,,8
80182,11960,Returned,F,2024-12-02 02:03:22+00:00,2024-12-23 02:03:22+00:00,2024-12-06 02:03:22+00:00,2024-12-12 02:03:22+00:00,2
80183,112425,Delivered,F,2020-06-28 17:03:53+00:00,,2020-07-02 17:03:53+00:00,2020-07-10 17:03:53+00:00,5
80184,86847,Returned,M,2022-01-05 04:28:30+00:00,2022-01-22 04:28:30+00:00,2022-01-09 04:28:30+00:00,2022-01-11 04:28:30+00:00,5
80185,42373,Shipped,F,2021-09-11 13:35:50+00:00,,2021-09-16 13:35:50+00:00,,1
80186,86201,Cancelled,F,2024-04-22 09:56:14+00:00,,,,7
80187,7105,Delivered,F,2021-03-30 01:06:54+00:00,,2021-04-04 01:06:54+00:00,2021-04-12 01:06:54+00:00,8
80188,99614,Shipped,M,2020-12-13 07:42:54+00:00,,2020-12-16 07:42:54+00:00,,9
80189,17173,Processing,F,2022-03-30 04:02:24+00:00,,,,8
80190,15916,Shipped,M,2022-02-09 08:32:27+00:00,,2022-02-11 08:32:27+00:00,,5
80191,72200,Shipped,F,2021-05-23 14:57:44+00:00,,2021-05-24 14:57:44+00:00,,4
80192,110285,Shipped,F,2021-04-01 03:31:03+00:00,,2021-04-02 03:31:03+00:00,,3
80193,65324,Processing,F,2024-08-12 21:11:29+00:00,,,,7
80194,109409,Returned,F,2022-03-20 03:45:42+00:00,2022-04-17 03:45:42+00:00,2022-03-22 03:45:42+00:00,2022-03-30 03:45:42+00:00,3
80195,50278,Delivered,M,2024-04-21 19:45:47+00:00,,2024-04-22 19:45:47+00:00,2024-04-27 19:45:47+00:00,7
80196,44549,Cancelled,F,2022-10-01 21:27:23+00:00,,,,1
80197,37073,Processing,F,2020-04-02 08:58:58+00:00,,,,3
80198,58530,Cancelled,F,2024-12-29 16:33:17+00:00,,,,6
80199,43574,Cancelled,F,2024-03-06 14:04:22+00:00,,,,8
80200,122271,Processing,M,2024-11-04 09:17:31+00:00,,,,4
80201,74947,Returned,M,2024-08-18 13:06:23+00:00,2024-09-03 13:06:23+00:00,2024-08-22 13:06:23+00:00,2024-08-23 13:06:23+00:00,8
80202,92436,Returned,F,2024-03-29 17:14:30+00:00,2024-04-10 17:14:30+00:00,2024-03-31 17:14:30+00:00,2024-04-08 17:14:30+00:00,3
80203,65837,Cancelled,F,2020-10-30 16:25:05+00:00,,,,2
80204,114582,Returned,M,2022-06-05 18:44:12+00:00,2022-06-19 18:44:12+00:00,2022-06-10 18:44:12+00:00,2022-06-18 18:44:12+00:00,3
80205,53737,Delivered,M,2021-01-25 07:15:41+00:00,,2021-01-29 07:15:41+00:00,2021-02-03 07:15:41+00:00,6
80206,81692,Returned,M,2022-01-02 07:11:23+00:00,2022-01-27 07:11:23+00:00,2022-01-05 07:11:23+00:00,2022-01-14 07:11:23+00:00,6
80207,82156,Returned,M,2020-04-17 01:38:15+00:00,2020-05-02 01:38:15+00:00,2020-04-22 01:38:15+00:00,2020-04-24 01:38:15+00:00,5
80208,29818,Shipped,F,2021-11-23 00:07:04+00:00,,2021-11-24 00:07:04+00:00,,2
80209,58154,Delivered,F,2024-12-04 04:10:29+00:00,,2024-12-05 04:10:29+00:00,2024-12-06 04:10:29+00:00,6
80210,104353,Shipped,F,2021-04-29 06:15:31+00:00,,2021-05-02 06:15:31+00:00,,6
80211,56451,Delivered,M,2023-12-02 17:06:36+00:00,,2023-12-07 17:06:36+00:00,2023-12-14 17:06:36+00:00,10
80212,89365,Delivered,M,2022-04-10 20:17:12+00:00,,2022-04-12 20:17:12+00:00,2022-04-14 20:17:12+00:00,10
80213,114143,Returned,M,2022-02-11 09:52:48+00:00,2022-03-02 09:52:48+00:00,2022-02-15 09:52:48+00:00,2022-02-25 09:52:48+00:00,4
80214,60444,Processing,F,2024-10-14 01:29:17+00:00,,,,5
80215,87405,Shipped,F,2024-12-22 15:24:14+00:00,,2024-12-25 15:24:14+00:00,,9
80216,20707,Shipped,F,2022-10-11 19:59:27+00:00,,2022-10-14 19:59:27+00:00,,10
80217,39211,Returned,F,2023-08-04 19:31:27+00:00,2023-08-20 19:31:27+00:00,2023-08-08 19:31:27+00:00,2023-08-13 19:31:27+00:00,7
80218,111849,Returned,M,2020-10-09 15:48:57+00:00,2020-11-06 15:48:57+00:00,2020-10-11 15:48:57+00:00,2020-10-18 15:48:57+00:00,6
80219,75342,Processing,F,2021-06-25 18:55:25+00:00,,,,1
80220,108795,Returned,F,2024-11-03 20:43:09+00:00,2024-12-12 20:43:09+00:00,2024-11-04 20:43:09+00:00,2024-11-14 20:43:09+00:00,1
80221,119357,Cancelled,F,2022-11-23 13:59:49+00:00,,,,5
80222,101678,Delivered,F,2022-09-17 01:09:45+00:00,,2022-09-19 01:09:45+00:00,2022-09-23 01:09:45+00:00,10
80223,32851,Delivered,M,2023-09-27 19:16:51+00:00,,2023-09-28 19:16:51+00:00,2023-10-03 19:16:51+00:00,8
80224,4374,Cancelled,F,2020-04-14 09:12:39+00:00,,,,3
80225,11814,Processing,F,2022-12-02 16:59:56+00:00,,,,7
80226,23022,Delivered,M,2022-07-07 04:54:54+00:00,,2022-07-12 04:54:54+00:00,2022-07-18 04:54:54+00:00,9
80227,65772,Processing,M,2024-04-06 01:35:47+00:00,,,,5
80228,119807,Returned,F,2020-10-14 11:19:54+00:00,2020-11-03 11:19:54+00:00,2020-10-17 11:19:54+00:00,2020-10-19 11:19:54+00:00,2
80229,18450,Delivered,F,2024-10-20 09:10:28+00:00,,2024-10-25 09:10:28+00:00,2024-10-31 09:10:28+00:00,2
80230,103637,Returned,M,2020-05-26 06:48:17+00:00,2020-06-11 06:48:17+00:00,2020-05-29 06:48:17+00:00,2020-06-07 06:48:17+00:00,8
80231,48312,Processing,F,2020-12-05 07:35:35+00:00,,,,6
80232,14202,Delivered,F,2022-12-22 12:49:06+00:00,,2022-12-23 12:49:06+00:00,2023-01-02 12:49:06+00:00,9
80233,42993,Cancelled,M,2023-05-17 22:30:53+00:00,,,,2
80234,83284,Returned,F,2021-03-05 11:34:31+00:00,2021-03-16 11:34:31+00:00,2021-03-09 11:34:31+00:00,2021-03-11 11:34:31+00:00,1
80235,124029,Shipped,F,2020-08-06 21:54:39+00:00,,2020-08-10 21:54:39+00:00,,2
80236,12740,Delivered,M,2024-06-13 15:57:04+00:00,,2024-06-17 15:57:04+00:00,2024-06-25 15:57:04+00:00,6
80237,87882,Cancelled,F,2021-03-25 14:08:29+00:00,,,,10
80238,97291,Delivered,F,2022-12-21 14:12:26+00:00,,2022-12-22 14:12:26+00:00,2022-12-30 14:12:26+00:00,10
80239,53493,Processing,M,2023-02-04 23:46:31+00:00,,,,6
80240,28478,Returned,F,2022-02-04 12:06:45+00:00,2022-02-16 12:06:45+00:00,2022-02-06 12:06:45+00:00,2022-02-12 12:06:45+00:00,6
80241,71365,Processing,M,2022-12-01 18:51:15+00:00,,,,7
80242,36161,Delivered,M,2022-08-12 14:25:47+00:00,,2022-08-16 14:25:47+00:00,2022-08-18 14:25:47+00:00,4
80243,84110,Cancelled,M,2024-09-02 18:34:01+00:00,,,,1
80244,103127,Processing,M,2021-01-07 23:27:18+00:00,,,,3
80245,103151,Cancelled,M,2023-07-31 18:23:22+00:00,,,,2
80246,108766,Cancelled,M,2021-03-11 20:10:23+00:00,,,,10
80247,28306,Delivered,F,2021-12-23 16:55:08+00:00,,2021-12-25 16:55:08+00:00,2022-01-04 16:55:08+00:00,1
80248,36343,Delivered,M,2023-05-11 12:09:08+00:00,,2023-05-16 12:09:08+00:00,2023-05-21 12:09:08+00:00,3
80249,14409,Shipped,M,2021-07-01 19:04:19+00:00,,2021-07-02 19:04:19+00:00,,6
80250,103545,Delivered,F,2021-07-31 08:08:58+00:00,,2021-08-01 08:08:58+00:00,2021-08-04 08:08:58+00:00,5
80251,6869,Delivered,F,2023-10-04 21:42:34+00:00,,2023-10-09 21:42:34+00:00,2023-10-11 21:42:34+00:00,2
