order_id,user_id,status,gender,created_at,returned_at,shipped_at,delivered_at,num_of_items
76,33111,Processing,M,2023-10-27 02:23:08,,,,7
77,110950,Complete,F,2019-07-24 06:20:56,,2019-07-27 06:20:56,2019-08-01 06:20:56,5
78,61429,Processing,F,2019-12-16 08:41:59,,,,4
79,119876,Processing,M,2020-01-28 20:20:25,,,,6
80,71426,Returned,M,2021-10-09 06:18:25,2021-10-22 06:18:25,2021-10-13 06:18:25,2021-10-19 06:18:25,1
81,18999,Cancelled,M,2020-06-05 10:04:25,,,,4
82,63750,Cancelled,M,2022-05-20 17:01:36,,,,2
83,7321,Processing,M,2019-07-24 23:13:26,,,,5
84,84228,Cancelled,F,2021-03-10 02:04:20,,,,6
85,116134,Returned,M,2022-07-17 20:21:23,2022-07-30 20:21:23,2022-07-18 20:21:23,2022-07-27 20:21:23,2
86,58191,Complete,M,2024-12-28 14:05:26,,2025-01-01 14:05:26,2025-01-02 14:05:26,4
87,118114,Returned,F,2020-08-17 18:30:21,2020-09-03 18:30:21,2020-08-22 18:30:21,2020-08-28 18:30:21,6
88,70386,Shipped,M,2021-03-14 19:01:58,,2021-03-16 19:01:58,,3
89,95314,Cancelled,M,2023-12-11 09:26:17,,,,5
90,30336,Complete,F,2020-11-27 15:21:41,,2020-11-28 15:21:41,2020-12-08 15:21:41,5
91,120953,Complete,M,2022-11-19 19:35:15,,2022-11-21 19:35:15,2022-11-26 19:35:15,3
92,93443,Cancelled,F,2019-05-03 00:18:07,,,,7
93,106564,Processing,M,2023-05-14 02:24:08,,,,6
94,40009,Shipped,M,2019-11-22 01:12:29,,2019-11-23 01:12:29,,4
95,119603,Processing,M,2020-11-10 15:57:31,,,,3
96,54810,Complete,F,2023-03-17 01:07:38,,2023-03-20 01:07:38,2023-03-29 01:07:38,8
97,64176,Complete,F,2022-12-20 07:24:37,,2022-12-22 07:24:37,2022-12-24 07:24:37,8
98,16596,Returned,F,2022-04-10 05:13:24,2022-05-22 05:13:24,2022-04-13 05:13:24,2022-04-22 05:13:24,4
99,15041,Shipped,M,2022-03-04 10:03:16,,2022-03-09 10:03:16,,7
100,102755,Complete,F,2023-09-10 12:59:23,,2023-09-14 12:59:23,2023-09-16 12:59:23,7
101,83758,Returned,F,2024-09-10 21:58:56,2024-10-13 21:58:56,2024-09-12 21:58:56,2024-09-14 21:58:56,5
102,50547,Cancelled,M,2020-09-05 23:38:19,,,,8
103,8468,Complete,F,2020-08-12 07:22:39,,2020-08-13 07:22:39,2020-08-15 07:22:39,8
104,95868,Cancelled,M,2020-12-03 21:16:06,,,,2
105,100357,Processing,M,2021-03-02 12:43:35,,,,4
106,42599,Cancelled,F,2022-12-04 01:35:34,,,,3
107,60834,Returned,F,2019-10-20 10:16:04,2019-11-19 10:16:04,2019-10-23 10:16:04,2019-10-25 10:16:04,4
108,22288,Cancelled,M,2022-11-24 14:15:37,,,,5
109,121750,Complete,F,2019-11-22 18:29:08,,2019-11-24 18:29:08,2019-11-26 18:29:08,5
110,40266,Returned,F,2020-01-05 22:17:37,2020-01-29 22:17:37,2020-01-06 22:17:37,2020-01-10 22:17:37,6
111,100717,Processing,M,2023-10-23 18:18:32,,,,3
112,92475,Shipped,F,2021-10-02 08:36:55,,2021-10-04 08:36:55,,6
113,62384,Complete,M,2023-03-02 12:10:58,,2023-03-07 12:10:58,2023-03-08 12:10:58,2
114,51682,Complete,M,2020-04-29 13:54:39,,2020-05-01 13:54:39,2020-05-10 13:54:39,7
115,596,Processing,M,2024-12-08 20:20:57,,,,4
116,38748,Complete,F,2021-01-23 08:22:38,,2021-01-25 08:22:38,2021-02-02 08:22:38,6
117,42037,Returned,F,2021-09-12 10:28:07,2021-10-13 10:28:07,2021-09-17 10:28:07,2021-09-25 10:28:07,6
118,6963,Complete,M,2019-07-08 11:05:25,,2019-07-11 11:05:25,2019-07-13 11:05:25,4
119,117737,Shipped,F,2020-09-16 20:10:48,,2020-09-19 20:10:48,,7
120,77837,Complete,M,2023-09-14 16:53:51,,2023-09-19 16:53:51,2023-09-27 16:53:51,7
121,69450,Processing,M,2020-05-16 15:41:09,,,,1
122,51456,Processing,M,2021-09-23 04:51:55,,,,2
123,109026,Processing,M,2019-08-29 14:28:11,,,,2
124,72562,Shipped,F,2022-10-06 11:56:44,,2022-10-09 11:56:44,,5
125,105931,Processing,M,2022-10-28 22:13:16,,,,6
126,71543,Cancelled,M,2023-03-19 07:56:56,,,,7
127,104661,Returned,F,2019-03-21 00:14:47,2019-04-06 00:14:47,2019-03-25 00:14:47,2019-04-03 00:14:47,4
128,79775,Processing,F,2023-12-25 23:26:49,,,,7
129,107197,Returned,F,2023-06-30 10:54:48,2023-08-12 10:54:48,2023-07-05 10:54:48,2023-07-15 10:54:48,1
130,89671,Returned,M,2019-06-11 12:51:08,2019-07-13 12:51:08,2019-06-13 12:51:08,2019-06-23 12:51:08,1
131,73923,Processing,M,2019-01-17 15:18:23,,,,8
132,11177,Returned,M,2022-03-27 01:00:56,2022-04-20 01:00:56,2022-04-01 01:00:56,2022-04-05 01:00:56,5
133,1539,Shipped,F,2022-06-19 14:27:44,,2022-06-21 14:27:44,,6
134,57303,Returned,F,2023-09-08 13:06:27,2023-10-05 13:06:27,2023-09-09 13:06:27,2023-09-15 13:06:27,3
135,103877,Returned,F,2021-01-10 07:16:09,2021-01-21 07:16:09,2021-01-11 07:16:09,2021-01-20 07:16:09,8
136,70452,Shipped,F,2020-02-19 22:29:35,,2020-02-23 22:29:35,,8
137,62748,Shipped,M,2022-05-27 10:06:29,,2022-05-30 10:06:29,,7
138,67812,Cancelled,M,2020-07-06 23:58:12,,,,3
139,45906,Complete,F,2024-08-24 00:24:57,,2024-08-28 00:24:57,2024-09-06 00:24:57,1
140,47460,Processing,M,2023-05-08 02:30:04,,,,8
141,107821,Returned,M,2023-05-04 01:09:33,2023-05-31 01:09:33,2023-05-06 01:09:33,2023-05-13 01:09:33,2
142,86502,Complete,M,2024-11-04 21:57:20,,2024-11-06 21:57:20,2024-11-13 21:57:20,4
143,39358,Shipped,F,2022-03-03 15:27:14,,2022-03-08 15:27:14,,1
144,81733,Processing,F,2021-06-16 10:19:28,,,,5
145,30359,Processing,F,2022-06-06 08:41:26,,,,1
146,119408,Shipped,M,2021-10-24 03:39:14,,2021-10-26 03:39:14,,5
147,60391,Processing,M,2021-06-29 08:13:45,,,,6
148,85339,Returned,F,2019-09-06 02:46:32,2019-10-16 02:46:32,2019-09-09 02:46:32,2019-09-17 02:46:32,1
149,21822,Shipped,M,2022-09-28 21:06:55,,2022-10-02 21:06:55,,5
150,70121,Cancelled,M,2024-01-16 01:01:39,,,,7
151,23615,Cancelled,M,2019-05-28 16:05:25,,,,4
152,35423,Complete,M,2021-01-31 11:27:20,,2021-02-02 11:27:20,2021-02-05 11:27:20,7
153,3562,Cancelled,M,2020-09-13 15:27:35,,,,1
154,41659,Returned,M,2022-11-29 03:14:04,2023-01-08 03:14:04,2022-12-03 03:14:04,2022-12-12 03:14:04,5
155,21534,Processing,M,2022-07-11 11:12:01,,,,7
156,80013,Shipped,M,2020-06-29 00:52:22,,2020-07-02 00:52:22,,3
157,70772,Complete,F,2022-03-22 04:52:33,,2022-03-25 04:52:33,2022-04-03 04:52:33,2
158,116121,Complete,F,2021-06-21 16:25:58,,2021-06-22 16:25:58,2021-06-29 16:25:58,8
159,99840,Returned,F,2019-04-03 17:20:41,2019-05-03 17:20:41,2019-04-05 17:20:41,2019-04-10 17:20:41,8
160,73975,Cancelled,M,2022-06-05 12:46:47,,,,1
161,3231,Returned,F,2023-05-13 16:29:38,2023-06-15 16:29:38,2023-05-16 16:29:38,2023-05-25 16:29:38,4
162,1196,Returned,M,2019-09-28 19:01:32,2019-10-20 19:01:32,2019-09-29 19:01:32,2019-10-09 19:01:32,5
163,44258,Shipped,F,2020-01-19 12:21:14,,2020-01-21 12:21:14,,1
164,80740,Returned,F,2022-11-09 15:44:15,2022-12-12 15:44:15,2022-11-14 15:44:15,2022-11-15 15:44:15,3
165,24113,Processing,F,2019-09-19 07:39:17,,,,4
166,96661,Returned,F,2023-10-25 12:22:32,2023-11-22 12:22:32,2023-10-26 12:22:32,2023-11-05 12:22:32,1
167,104528,Returned,F,2020-04-27 21:45:01,2020-05-10 21:45:01,2020-05-02 21:45:01,2020-05-05 21:45:01,7
168,84305,Cancelled,M,2022-12-02 22:17:30,,,,2
169,99961,Complete,F,2021-08-18 09:28:58,,2021-08-23 09:28:58,2021-08-28 09:28:58,1
170,57528,Cancelled,M,2019-12-25 01:26:04,,,,2
171,36715,Shipped,F,2021-01-08 16:18:58,,2021-01-13 16:18:58,,1
172,104268,Returned,F,2024-01-22 12:22:21,2024-02-02 12:22:21,2024-01-24 12:22:21,2024-01-31 12:22:21,6
173,74972,Cancelled,M,2021-05-28 23:36:06,,,,7
174,18622,Shipped,M,2019-03-26 02:53:37,,2019-03-30 02:53:37,,3
175,121966,Complete,F,2023-02-02 07:56:46,,2023-02-07 07:56:46,2023-02-12 07:56:46,6
176,47902,Cancelled,M,2020-06-11 09:14:53,,,,7
177,24301,Returned,F,2021-09-21 21:27:56,2021-10-18 21:27:56,2021-09-25 21:27:56,2021-09-30 21:27:56,5
178,33995,Processing,M,2024-03-18 06:57:44,,,,7
179,49256,Returned,M,2023-04-21 00:23:00,2023-05-19 00:23:00,2023-04-24 00:23:00,2023-04-25 00:23:00,1
180,109228,Cancelled,F,2020-09-22 20:32:34,,,,8
181,70028,Cancelled,M,2023-01-25 20:48:42,,,,4
182,108995,Complete,F,2021-09-21 22:40:35,,2021-09-22 22:40:35,2021-10-01 22:40:35,8
183,69168,Complete,F,2019-04-23 12:32:30,,2019-04-24 12:32:30,2019-04-27 12:32:30,6
184,113380,Processing,M,2020-12-26 14:27:00,,,,6
185,35293,Cancelled,M,2021-11-13 07:21:08,,,,8
186,110546,Complete,M,2024-01-06 17:55:29,,2024-01-10 17:55:29,2024-01-16 17:55:29,7
187,116001,Complete,M,2022-04-16 01:56:09,,2022-04-20 01:56:09,2022-04-26 01:56:09,4
188,69228,Shipped,M,2023-01-12 10:52:32,,2023-01-17 10:52:32,,8
189,124095,Complete,F,2021-06-03 18:18:53,,2021-06-08 18:18:53,2021-06-15 18:18:53,4
190,39712,Shipped,M,2024-09-13 05:26:31,,2024-09-17 05:26:31,,7
191,114051,Shipped,F,2024-07-07 09:18:30,,2024-07-08 09:18:30,,1
192,74311,Returned,F,2021-01-17 05:31:59,2021-02-13 05:31:59,2021-01-20 05:31:59,2021-01-22 05:31:59,5
193,47753,Complete,F,2022-08-31 06:11:59,,2022-09-01 06:11:59,2022-09-09 06:11:59,1
194,38587,Complete,M,2020-02-16 14:47:01,,2020-02-18 14:47:01,2020-02-21 14:47:01,2
195,17929,Returned,M,2019-05-11 15:20:09,2019-05-30 15:20:09,2019-05-16 15:20:09,2019-05-23 15:20:09,5
196,41438,Processing,F,2024-10-16 03:56:26,,,,4
197,122465,Returned,M,2020-01-13 02:34:14,2020-02-14 02:34:14,2020-01-16 02:34:14,2020-01-24 02:34:14,1
198,66605,Cancelled,M,2019-04-02 10:11:49,,,,3
199,115813,Shipped,M,2022-04-07 12:03:23,,2022-04-10 12:03:23,,5
200,108025,Shipped,F,2020-09-21 21:21:04,,2020-09-24 21:21:04,,3
201,71520,Cancelled,M,2022-10-31 21:10:21,,,,5
202,58582,Complete,F,2021-06-02 10:34:48,,2021-06-07 10:34:48,2021-06-10 10:34:48,8
203,46206,Complete,M,2022-03-30 23:49:02,,2022-04-03 23:49:02,2022-04-04 23:49:02,7
204,46919,Complete,M,2021-03-10 02:07:51,,2021-03-12 02:07:51,2021-03-21 02:07:51,5
205,119948,Complete,M,2023-02-03 00:27:23,,2023-02-08 00:27:23,2023-02-14 00:27:23,5
206,121163,Returned,F,2020-05-18 16:40:59,2020-06-10 16:40:59,2020-05-19 16:40:59,2020-05-20 16:40:59,1
207,50061,Processing,F,2020-06-21 19:26:39,,,,1
208,87281,Processing,F,2019-04-16 00:36:47,,,,7
209,87544,Shipped,F,2023-07-06 01:55:37,,2023-07-09 01:55:37,,8
210,103312,Returned,F,2024-11-25 05:05:10,2024-12-25 05:05:10,2024-11-26 05:05:10,2024-12-02 05:05:10,4
211,56805,Cancelled,M,2021-03-27 00:23:40,,,,2
212,90037,Processing,M,2019-05-19 01:15:46,,,,2
213,16120,Complete,M,2019-06-07 05:58:38,,2019-06-12 05:58:38,2019-06-16 05:58:38,3
214,99521,Cancelled,F,2024-12-07 16:36:17,,,,3
215,87908,Returned,M,2021-12-31 17:03:49,2022-01-14 17:03:49,2022-01-01 17:03:49,2022-01-02 17:03:49,7
216,74490,Returned,F,2023-02-20 15:58:47,2023-03-26 15:58:47,2023-02-24 15:58:47,2023-03-04 15:58:47,6
217,41848,Cancelled,M,2024-10-25 20:22:09,,,,5
218,78307,Processing,F,2022-07-23 04:11:20,,,,2
219,29989,Shipped,M,2022-02-27 03:55:22,,2022-03-01 03:55:22,,2
220,109698,Processing,M,2024-02-21 11:55:01,,,,5
221,120160,Processing,F,2024-09-20 05:20:30,,,,1
222,18698,Cancelled,M,2021-02-13 13:16:13,,,,5
223,88973,Shipped,F,2024-06-10 17:44:21,,2024-06-12 17:44:21,,4
224,119391,Complete,F,2019-02-11 20:32:00,,2019-02-15 20:32:00,2019-02-22 20:32:00,3
225,43448,Returned,M,2022-06-15 06:25:08,2022-07-16 06:25:08,2022-06-17 06:25:08,2022-06-19 06:25:08,7
226,20560,Returned,M,2024-05-16 15:50:09,2024-06-10 15:50:09,2024-05-20 15:50:09,2024-05-27 15:50:09,7
227,21263,Complete,M,2024-07-18 18:02:02,,2024-07-23 18:02:02,2024-07-25 18:02:02,3
228,26304,Returned,M,2022-12-08 02:14:16,2023-01-02 02:14:16,2022-12-10 02:14:16,2022-12-14 02:14:16,3
229,7652,Shipped,F,2021-07-20 20:59:23,,2021-07-21 20:59:23,,1
230,70619,Processing,F,2019-05-28 22:39:31,,,,1
231,90559,Returned,F,2019-07-19 11:51:10,2019-08-19 11:51:10,2019-07-24 11:51:10,2019-08-03 11:51:10,4
232,15833,Cancelled,M,2022-07-22 09:14:57,,,,3
233,67979,Processing,M,2022-08-12 13:13:38,,,,7
234,78539,Processing,F,2022-11-24 23:19:15,,,,2
235,62769,Shipped,F,2019-05-14 23:16:27,,2019-05-16 23:16:27,,4
236,6819,Processing,F,2019-12-15 04:07:56,,,,2
237,123147,Shipped,M,2021-12-17 07:36:55,,2021-12-19 07:36:55,,4
238,27933,Processing,M,2019-04-17 18:08:52,,,,8
239,30377,Complete,F,2020-04-16 04:16:58,,2020-04-20 04:16:58,2020-04-24 04:16:58,6
240,39066,Processing,F,2022-10-23 12:02:42,,,,2
241,46539,Returned,M,2020-10-01 04:34:33,2020-11-05 04:34:33,2020-10-02 04:34:33,2020-10-06 04:34:33,2
242,52660,Processing,F,2022-06-03 23:02:10,,,,7
243,28667,Returned,F,2019-05-02 08:06:38,2019-05-20 08:06:38,2019-05-06 08:06:38,2019-05-14 08:06:38,1
244,34542,Complete,F,2022-05-17 11:54:07,,2022-05-20 11:54:07,2022-05-25 11:54:07,4
245,62770,Cancelled,M,2021-05-20 03:33:05,,,,2
246,19389,Cancelled,F,2019-01-02 04:17:16,,,,4
247,1973,Returned,F,2023-01-07 23:21:45,2023-02-13 23:21:45,2023-01-11 23:21:45,2023-01-18 23:21:45,6
248,95182,Shipped,F,2021-02-07 09:48:31,,2021-02-10 09:48:31,,1
249,102486,Shipped,M,2021-10-23 15:35:18,,2021-10-25 15:35:18,,3
250,67544,Processing,F,2020-08-24 02:29:46,,,,4
251,1659,Cancelled,F,2023-04-11 07:34:15,,,,1
252,84852,Cancelled,F,2024-03-01 11:28:53,,,,3
253,21053,Shipped,M,2019-09-21 11:04:48,,2019-09-24 11:04:48,,4
254,8197,Complete,F,2019-10-01 09:18:44,,2019-10-06 09:18:44,2019-10-09 09:18:44,7
255,72924,Returned,F,2022-09-22 04:40:04,2022-10-12 04:40:04,2022-09-23 04:40:04,2022-09-30 04:40:04,7
256,13979,Complete,F,2023-03-03 04:14:27,,2023-03-04 04:14:27,2023-03-13 04:14:27,4
257,34075,Complete,M,2020-05-30 15:47:47,,2020-06-02 15:47:47,2020-06-07 15:47:47,3
258,76278,Cancelled,M,2023-06-06 18:36:01,,,,8
259,63743,Complete,F,2021-07-03 19:30:42,,2021-07-04 19:30:42,2021-07-14 19:30:42,6
260,39840,Cancelled,F,2019-04-21 21:20:08,,,,6
261,88175,Complete,F,2019-09-01 01:16:40,,2019-09-06 01:16:40,2019-09-10 01:16:40,5
262,83898,Processing,M,2024-12-05 16:58:03,,,,7
263,84375,Returned,M,2023-04-12 14:55:44,2023-05-05 14:55:44,2023-04-16 14:55:44,2023-04-21 14:55:44,7
264,65702,Shipped,F,2020-09-25 01:23:04,,2020-09-27 01:23:04,,6
265,107126,Shipped,M,2019-02-08 06:13:31,,2019-02-10 06:13:31,,1
266,116212,Cancelled,M,2021-05-19 04:05:36,,,,5
267,118746,Complete,F,2024-08-13 12:37:44,,2024-08-14 12:37:44,2024-08-17 12:37:44,2
268,45985,Complete,F,2024-07-17 03:14:11,,2024-07-22 03:14:11,2024-07-31 03:14:11,3
269,65131,Processing,F,2022-09-20 23:03:51,,,,8
270,85627,Complete,F,2021-05-21 01:48:09,,2021-05-26 01:48:09,2021-06-05 01:48:09,8
271,52360,Processing,M,2019-08-02 07:44:15,,,,8
272,48055,Cancelled,F,2021-05-21 02:02:05,,,,1
273,89500,Shipped,F,2024-10-23 15:03:33,,2024-10-28 15:03:33,,8
274,64970,Processing,F,2021-08-27 23:50:06,,,,6
275,72309,Complete,M,2023-10-09 10:37:33,,2023-10-14 10:37:33,2023-10-21 10:37:33,5
276,19165,Returned,M,2019-04-02 22:40:38,2019-05-02 22:40:38,2019-04-07 22:40:38,2019-04-08 22:40:38,1
277,23005,Shipped,M,2021-11-12 13:58:29,,2021-11-14 13:58:29,,5
278,98377,Complete,M,2021-02-25 06:56:30,,2021-02-27 06:56:30,2021-03-06 06:56:30,4
279,94849,Processing,M,2021-10-18 22:46:02,,,,7
280,124324,Cancelled,F,2020-10-28 15:46:10,,,,6
281,15768,Complete,F,2023-11-26 23:23:28,,2023-11-30 23:23:28,2023-12-08 23:23:28,5
282,17275,Returned,M,2019-12-12 17:02:25,2020-01-08 17:02:25,2019-12-14 17:02:25,2019-12-21 17:02:25,5
283,123338,Complete,M,2022-01-18 12:47:18,,2022-01-19 12:47:18,2022-01-26 12:47:18,1
284,6109,Returned,M,2024-11-02 11:20:42,2024-11-19 11:20:42,2024-11-04 11:20:42,2024-11-09 11:20:42,2
285,83832,Complete,M,2024-10-26 21:22:32,,2024-10-30 21:22:32,2024-11-02 21:22:32,2
286,14284,Returned,M,2024-06-15 22:48:51,2024-07-14 22:48:51,2024-06-19 22:48:51,2024-06-28 22:48:51,1
287,114006,Complete,M,2024-02-28 03:14:36,,2024-03-01 03:14:36,2024-03-09 03:14:36,6
288,19962,Cancelled,F,2024-12-25 12:51:17,,,,5
289,18295,Processing,M,2021-09-29 09:45:37,,,,7
290,10127,Returned,M,2021-07-16 05:34:21,2021-08-03 05:34:21,2021-07-19 05:34:21,2021-07-24 05:34:21,5
291,104663,Shipped,F,2019-06-30 22:43:28,,2019-07-03 22:43:28,,3
292,117209,Cancelled,F,2019-09-12 09:45:32,,,,1
293,8362,Cancelled,M,2020-01-21 07:30:07,,,,1
294,85003,Returned,F,2021-07-07 06:51:04,2021-08-11 06:51:04,2021-07-09 06:51:04,2021-07-14 06:51:04,8
295,82023,Returned,F,2022-11-14 06:30:08,2022-12-17 06:30:08,2022-11-16 06:30:08,2022-11-22 06:30:08,8
296,114142,Shipped,F,2023-08-14 21:25:28,,2023-08-16 21:25:28,,2
297,18286,Returned,M,2019-11-26 19:08:25,2019-12-26 19:08:25,2019-11-27 19:08:25,2019-12-05 19:08:25,2
298,119916,Returned,F,2019-05-26 09:07:46,2019-06-22 09:07:46,2019-05-28 09:07:46,2019-06-01 09:07:46,7
299,52047,Cancelled,F,2019-08-11 08:38:07,,,,4
300,36995,Processing,M,2024-02-11 01:28:00,,,,6
301,85330,Processing,M,2019-06-13 21:48:50,,,,1
302,85970,Returned,F,2019-06-15 21:06:04,2019-07-03 21:06:04,2019-06-18 21:06:04,2019-06-21 21:06:04,6
303,23867,Processing,M,2022-05-25 22:02:57,,,,8
304,121329,Cancelled,F,2021-10-30 10:27:24,,,,1
305,95128,Complete,F,2023-10-08 05:44:03,,2023-10-09 05:44:03,2023-10-17 05:44:03,4
306,106909,Processing,M,2023-07-30 20:02:55,,,,2
307,115825,Complete,M,2019-12-28 11:54:29,,2019-12-30 11:54:29,2020-01-02 11:54:29,7
308,25273,Cancelled,F,2019-11-07 16:41:58,,,,7
309,45618,Shipped,M,2023-01-19 20:24:32,,2023-01-23 20:24:32,,2
310,118675,Complete,F,2020-03-13 03:43:53,,2020-03-18 03:43:53,2020-03-28 03:43:53,1
311,53243,Shipped,F,2023-12-12 03:42:47,,2023-12-13 03:42:47,,8
312,88994,Returned,F,2024-02-16 04:14:14,2024-03-12 04:14:14,2024-02-20 04:14:14,2024-02-29 04:14:14,1
313,86024,Complete,F,2022-01-16 02:38:02,,2022-01-19 02:38:02,2022-01-20 02:38:02,1
314,78809,Shipped,F,2022-07-21 18:18:35,,2022-07-23 18:18:35,,4
315,15495,Cancelled,F,2023-04-04 20:37:46,,,,8
316,124983,Processing,M,2020-07-23 15:19:43,,,,3
317,75332,Returned,F,2021-05-25 16:28:26,2021-06-11 16:28:26,2021-05-29 16:28:26,2021-06-05 16:28:26,7
