id,user_id,sequence_number,session_id,created_at,ip_address,city,state,postal_code,browser,traffic_source,uri,event_type
1000094,79070,4,dc413c37-9ea9-44ed-828e-f9853ea53f35,2020-10-13 12:01:01,155.113.242.177,Ashleyton,RI,97505,Edge,Email,/cart,cart
1000095,50969,6,4475aaf1-0633-4d33-9236-0e3e5c8fa198,2019-08-06 10:05:53,182.192.183.234,Donnaburgh,IA,23283,Edge,Email,/checkout,department
1000096,70009,1,db4bd1a7-fd16-41d3-b7e8-232912bd2bbd,2022-04-24 09:57:36,110.137.73.184,Norrisfort,LA,04779,Edge,Display,/profile,cancel
1000097,,7,5055ccd1-143e-432d-885c-4b4d51b65ec4,2020-05-22 03:56:46,157.14.217.104,Lake Jesusview,WY,82428,Firefox,Facebook,/products,home
1000098,,6,ab7170d2-f8d5-4f97-8903-d6cca5a1783f,2022-07-16 05:29:44,163.42.68.123,Wilsonbury,SD,20029,Firefox,Facebook,/cart,product
1000099,49693,5,f3159b02-3397-4a65-a390-496f46ac5835,2024-06-13 07:54:26,172.146.63.82,East Laurashire,PW,38329,Edge,Organic,/home,cart
1000100,,9,7e9ac765-7585-4e88-a2c1-c31170215544,2021-08-20 04:26:41,25.187.29.112,Benderhaven,ND,65223,Chrome,Organic,/products,cancel
1000101,,1,b0f2de2b-444f-49bd-b978-10710dad4c28,2021-08-17 03:06:43,155.166.91.143,Cassandratown,CO,30506,Chrome,Email,/products,home
1000102,31267,3,11a14fa2-a7fa-49aa-ba60-da074c717d20,2024-10-08 13:08:00,172.42.124.151,Barbaraburgh,NJ,68522,Edge,Search,/profile,department
1000103,33587,6,216a362d-559f-449c-8321-a0c87e0972c5,2022-11-28 10:58:29,213.206.194.81,Waltersfort,CO,62106,Firefox,Display,/profile,cancel
1000104,101947,3,6085de94-593b-4744-bd55-4826a013617a,2021-02-01 09:11:03,38.177.195.176,West Robert,NM,38278,Safari,Search,/profile,home
1000105,75471,7,389a74b9-5a5c-40bb-980c-2181a223aa68,2022-12-22 17:17:33,34.89.62.239,Millerview,MD,15695,Edge,Email,/home,purchase
1000106,82214,4,6f9e3da9-ce7d-4790-89e7-0d272c583f66,2024-10-26 16:11:37,32.18.219.234,Gutierrezborough,NC,47920,Chrome,Organic,/search,purchase
1000107,104364,10,22f64ec6-917a-41a5-92d9-ac51eb765e86,2022-09-26 04:34:46,30.37.51.17,East Josephberg,LA,57925,Chrome,Organic,/profile,cart
1000108,9039,9,3fc7e28e-aa3e-4d1f-9e18-c30fcc750e91,2024-04-13 22:26:18,16.236.127.154,Lake Eric,OH,02293,Safari,Search,/checkout,cart
1000109,,6,1cadd21e-709f-4704-adc4-699ee0102dbd,2022-04-24 23:35:17,71.66.242.111,Valentineberg,NM,94427,Edge,Email,/checkout,department
1000110,85257,5,eeb2e880-92c7-4ed2-86f7-bd304e1bae84,2020-10-01 11:14:53,154.151.100.202,Bairdbury,NH,72756,Opera,Display,/checkout,cart
1000111,95818,10,dc4592cd-9d7c-45ff-a801-85aacf070a20,2019-11-13 21:51:11,97.23.145.175,West Kendrachester,MA,67051,Safari,Organic,/products,home
1000112,,8,bfbd372f-80dc-4df5-b751-6efaebf2300c,2020-08-08 09:00:26,83.27.137.255,Grimesmouth,ND,63984,Firefox,Facebook,/profile,purchase
1000113,44093,1,4e2700bc-2d4b-40e9-8d6f-22bab81ee699,2021-01-26 03:59:50,7.4.134.180,Cantuborough,UT,31801,Edge,Organic,/products,cart
1000114,,5,bf39fa6f-1e68-45d9-898c-e8c547a692d6,2022-06-06 19:24:25,118.146.136.233,West Juliefurt,MS,87492,Safari,Organic,/profile,cancel
1000115,72849,1,1c01662e-b6aa-4c85-8d33-25a8116dfc13,2023-10-03 03:13:41,137.188.23.243,Hannaberg,NY,77857,Opera,Email,/home,department
1000116,64039,9,43ba17a8-b574-4b31-97c5-09188ed6c4a0,2020-12-28 09:36:34,92.45.250.26,New Reneetown,VA,19395,Firefox,Facebook,/search,cancel
1000117,103932,1,e765eac0-4abd-4825-8776-138635ddbcf1,2021-06-17 06:18:56,137.225.13.227,South Kimberlyview,MA,82192,Chrome,Organic,/products,cart
1000118,40136,10,4ab85b03-a86d-42ee-abe8-9c5860c05b02,2023-02-26 17:10:43,149.7.55.243,Finleyfort,VI,71413,Safari,Facebook,/profile,purchase
1000119,97772,9,ba4df881-9c33-482e-9f65-fd16d0586d13,2019-03-20 15:43:05,82.100.106.230,Lake Christopher,CT,83567,Safari,Organic,/search,cart
1000120,,5,2f4648a3-6625-4899-82ea-b0962c29e28a,2023-03-23 05:23:43,74.165.184.120,Rebeccaton,MD,07856,Firefox,Search,/search,department
1000121,97371,9,44000d8d-183c-4399-b740-323c65a08982,2020-10-04 18:27:04,41.81.3.248,New Robert,TX,24101,Firefox,Email,/products,cancel
1000122,94973,10,af417a9c-56ee-4960-a59d-e80b1cc3406c,2020-01-08 10:25:12,88.123.155.22,South Roberta,FL,30934,Opera,Display,/cart,home
1000123,38830,4,24cb43f6-50ef-4f2d-b3e6-df5b851542e2,2021-10-07 09:06:25,122.10.232.186,Port Stevenport,TX,72144,Safari,Email,/cart,home
1000124,16592,5,e4a2493b-b48a-4ed1-a47b-0c8d54bbdc13,2019-12-13 02:59:24,27.14.223.161,Daniellechester,UT,33281,Chrome,Search,/profile,product
1000125,16552,8,1e0e890b-6479-49d4-aacc-c7d6c294f8de,2021-09-27 22:15:15,56.158.208.104,Rodriguezfurt,OK,47550,Chrome,Search,/profile,product
1000126,57734,6,3b418a28-b99b-4e39-a63d-0103df3a90b9,2022-06-13 09:54:37,199.151.40.124,Port Dominiqueview,AL,74678,Firefox,Search,/cart,cart
1000127,,2,8764fab3-0301-4b1a-9d37-27e2f5b44354,2024-03-10 08:42:14,177.145.197.60,Wallport,WI,30663,Edge,Facebook,/home,purchase
1000128,7027,3,955916ec-7b6c-4714-ad77-ad22dd2e1845,2022-08-23 01:54:21,44.43.31.94,Ericaberg,SC,13236,Firefox,Display,/cart,home
1000129,15526,9,5a682d98-c890-49e2-bb92-c375963944f7,2024-06-02 08:34:49,147.197.142.104,Johnsonstad,VA,17725,Edge,Display,/profile,purchase
1000130,,9,06bfbc37-043e-4571-92bd-d2e110567c1a,2019-07-17 11:34:24,58.151.154.72,East David,ND,48454,Edge,Facebook,/checkout,product
1000131,56208,5,684d6c79-85a2-4f34-9597-a8b6e5ecea57,2022-03-09 02:20:28,213.67.242.171,Robinfort,AS,39185,Opera,Display,/home,purchase
1000132,13007,4,a70609bc-a507-4157-906a-f506cc3c7c2b,2023-06-24 17:04:36,39.94.240.196,Mccartyberg,WV,30072,Firefox,Organic,/search,home
1000133,,3,3a8ecb70-efe4-4b2e-abfc-9b96eb0f57a8,2024-02-28 13:37:59,188.183.152.78,Christopherfurt,AL,35164,Opera,Search,/products,home
1000134,90358,10,7b0f2016-bc48-427b-a9af-5d1071f59e49,2022-03-21 15:07:05,24.99.160.83,Carsonstad,CT,88953,Edge,Organic,/home,department
1000135,,5,d38c4fcc-28f6-4463-af01-0587cd8c1a22,2020-05-27 07:17:27,84.254.14.10,Lake Bryan,GU,61353,Edge,Search,/search,department
1000136,103263,10,b21622d0-31d0-438d-8685-06523528e791,2024-06-15 11:14:22,58.33.132.246,East Brandonton,ME,65070,Firefox,Facebook,/home,purchase
1000137,,3,f14c1480-9c6f-4fc2-bbd5-4679ffa6eb8e,2019-09-12 10:04:45,114.43.174.16,Chavezside,MT,77484,Safari,Email,/home,home
1000138,,5,233bf0fc-f474-4828-a04e-8e702a501444,2023-06-15 07:28:25,110.163.93.245,Port Tracychester,KY,04789,Opera,Display,/cart,cart
1000139,,5,ae7c04a8-cd41-4cf3-846b-053830a0fedf,2023-02-21 09:43:06,119.29.121.102,Port Michael,TX,48648,Edge,Organic,/profile,purchase
1000140,10544,10,5ff1a9bb-41b5-4c9c-b5cc-6d2ab95e2f47,2022-04-07 22:11:34,192.237.233.6,South Joshuaville,PR,60101,Chrome,Facebook,/search,product
1000141,3391,2,96405df2-b876-4322-bc70-c7a634caeae1,2019-07-20 20:33:19,100.133.119.174,Port Matthewberg,WY,74501,Firefox,Display,/profile,home
1000142,88118,5,4aeadb7e-4ca0-49b4-890c-657f22476ab2,2020-03-25 14:31:47,173.168.66.31,Port Molly,MA,19841,Opera,Search,/products,cart
1000143,57964,5,2b465e50-8171-4eac-b480-d7525416e01a,2023-09-24 22:02:35,145.190.222.252,East Amber,AS,23372,Firefox,Display,/checkout,cancel
1000144,11960,8,2eb57ed4-4bde-469b-bf86-76aecea8d594,2019-08-29 20:22:01,212.55.187.104,West Kristybury,OR,42938,Safari,Facebook,/cart,product
1000145,112425,3,3ea082d4-ea4b-42a6-8f93-075a4453f325,2019-02-04 13:49:56,121.3.153.251,Foxland,NJ,59257,Safari,Facebook,/search,cart
1000146,,7,2f442d0c-e80c-4076-999f-29c54c534817,2023-09-01 15:14:52,9.190.175.106,Gordonton,VA,86864,Opera,Search,/checkout,home
1000147,42373,2,4c6c7eea-1075-4d49-aae3-f6c5b9482d7e,2022-02-16 11:59:26,16.255.47.160,South Melaniechester,TX,14651,Edge,Display,/home,cancel
1000148,60553,7,a8da86d6-458a-48e3-952b-633babf4f4ec,2021-12-10 04:17:50,210.90.9.49,West Charleneland,DC,36547,Chrome,Email,/profile,product
1000149,65339,8,22e5f574-9c98-41ce-ba8f-35be2769d825,2022-09-29 21:06:40,148.207.214.156,Vanghaven,LA,59970,Chrome,Email,/cart,purchase
1000150,,5,4a9ae354-82b1-47d7-b191-7f34b9dcd4c1,2022-01-12 15:53:51,19.169.71.176,South Shannon,IN,54740,Edge,Facebook,/home,home
1000151,79807,4,45f37c14-0cb3-4ac5-9ad6-fb3af9c5428e,2021-01-12 14:22:48,29.79.201.134,West Ronaldview,MN,20507,Firefox,Organic,/profile,home
1000152,12218,4,277fc11d-e98b-4d29-88c7-e7c8a80eae9e,2023-02-13 19:47:50,18.235.80.61,North Ryanstad,AS,17555,Chrome,Facebook,/home,cancel
1000153,65324,5,6165dfac-97e2-441f-803d-9c6563dcd7e1,2022-05-04 00:11:55,149.24.235.113,South Michaelchester,VI,95011,Opera,Organic,/checkout,cart
1000154,31947,8,5728e757-484b-49a0-b6f1-df5394d60ad3,2019-04-23 17:14:26,51.255.41.172,Dalehaven,IL,20781,Opera,Email,/checkout,department
1000155,66617,3,85d38d3f-97fc-4890-952e-e8ab3cbd0ad7,2022-12-09 21:49:18,113.187.67.51,Meganstad,DE,37013,Chrome,Organic,/checkout,product
1000156,66551,5,97b576df-b87b-4220-8ad3-98d5f9667333,2022-06-11 20:28:28,160.107.137.35,Anthonyview,UT,41000,Chrome,Organic,/search,product
1000157,76012,8,375cb0ea-c368-4739-a11a-9eb6f794d7e9,2024-07-12 02:07:44,43.156.38.14,New Diane,CA,19096,Firefox,Facebook,/profile,cart
1000158,72341,9,7481c8ff-d2d0-48bb-8b09-7c533e5ec338,2023-06-12 11:07:01,194.93.245.185,South Robert,MA,21132,Edge,Facebook,/cart,department
1000159,31301,10,8f1fd6bb-7a61-43e9-99b7-1c7ce6298200,2021-03-21 18:52:18,178.183.247.210,East Ericton,TX,11194,Edge,Email,/checkout,home
1000160,61994,7,c5ac497e-bf63-431d-bdec-ec945202f6d5,2020-08-19 04:15:21,159.21.20.215,Perryborough,WV,67655,Edge,Email,/checkout,home
1000161,,10,a843e881-e8f8-4e76-8f24-e4a36a54e604,2019-09-07 08:58:47,25.16.90.231,Roseport,AZ,29404,Safari,Search,/checkout,home
1000162,59891,1,24c3c615-7690-4462-8c28-424d04288b73,2021-05-16 00:31:49,128.125.241.251,West Sierra,WI,18488,Firefox,Facebook,/search,department
1000163,,5,1cba03c0-5dcc-40b5-a84d-4d078b218e1f,2023-08-02 06:38:11,39.173.210.213,South Julieburgh,DC,50335,Safari,Display,/search,cart
