id,order_id,user_id,product_id,inventory_item_id,status,created_at,shipped_at,delivered_at,returned_at,sale_price
100031,35145,118488,19942,99312,Processing,2020-03-01 18:49:31,,,,84.26
100032,15508,16641,17153,71282,Shipped,2021-10-04 00:33:30,2021-10-07 00:33:30,,,41.49
100033,36431,106484,23410,51878,Cancelled,2019-11-06 00:52:39,,,,173.89
100034,27522,26430,20806,87242,Returned,2021-12-05 09:35:25,2021-12-06 09:35:25,2021-12-10 09:35:25,2022-01-06 09:35:25,111.17
100035,6547,117863,15635,104112,Processing,2019-07-22 04:49:30,,,,73.05
100036,46313,93564,20738,110199,Complete,2023-10-29 05:17:08,2023-10-31 05:17:08,2023-11-02 05:17:08,,168.31
100037,27912,99420,23587,123830,Cancelled,2020-10-04 02:34:39,,,,190.38
100038,47352,96323,17527,99852,Shipped,2019-04-20 17:35:59,2019-04-23 17:35:59,,,33.79
100039,32142,70867,18160,98411,Returned,2022-09-19 00:33:19,2022-09-21 00:33:19,2022-09-27 00:33:19,2022-10-14 00:33:19,55.67
100040,37706,58582,13741,68284,Cancelled,2022-08-13 20:44:17,,,,163.76
100041,8611,31954,20156,56840,Shipped,2020-03-07 05:18:14,2020-03-08 05:18:14,,,75.57
100042,10905,122389,24566,80053,Cancelled,2023-05-15 07:20:09,,,,10.5
100043,12405,116972,11637,109103,Cancelled,2020-05-24 23:08:41,,,,70.12
100044,48684,83809,23427,143547,Shipped,2021-09-11 17:32:48,2021-09-13 17:32:48,,,49.85
100045,23689,55068,22498,89521,Complete,2019-08-04 21:26:07,2019-08-05 21:26:07,2019-08-07 21:26:07,,101.69
100046,47012,47065,19227,52293,Returned,2021-11-14 21:03:11,2021-11-17 21:03:11,2021-11-18 21:03:11,2021-12-11 21:03:11,90.94
100047,33870,87286,22898,73892,Processing,2024-01-12 17:38:55,,,,142.38
100048,15938,36210,11548,62807,Complete,2023-09-12 03:20:43,2023-09-15 03:20:43,2023-09-18 03:20:43,,49.05
100049,39070,78770,28336,123178,Complete,2023-03-09 16:47:41,2023-03-11 16:47:41,2023-03-14 16:47:41,,44.46
100050,27963,95654,17527,96872,Cancelled,2024-12-07 17:39:19,,,,39.89
100051,17687,6277,29151,112771,Processing,2024-05-02 22:57:20,,,,150.08
100052,22353,94579,26902,72995,Shipped,2023-10-01 07:00:04,2023-10-02 07:00:04,,,100.84
100053,44175,121797,21549,91434,Cancelled,2022-08-15 15:50:59,,,,20.3
100054,3010,111747,18033,120667,Processing,2022-12-29 00:00:38,,,,139.57
100055,13580,61330,17174,109211,Shipped,2024-03-26 13:28:04,2024-03-29 13:28:04,,,28.1
100056,42632,18925,20551,100240,Returned,2021-05-31 04:36:55,2021-06-01 04:36:55,2021-06-02 04:36:55,2021-06-07 04:36:55,20.93
100057,33847,3544,19020,130619,Cancelled,2022-11-05 20:45:17,,,,14.48
100058,23553,74712,14031,146498,Shipped,2023-12-25 16:21:05,2023-12-28 16:21:05,,,126.06
100059,31694,38696,12383,81570,Returned,2019-02-11 19:49:46,2019-02-14 19:49:46,2019-02-17 19:49:46,2019-03-15 19:49:46,82.45
100060,42670,77149,22517,105905,Cancelled,2023-11-06 01:50:27,,,,80.48
100061,21031,102413,23731,124465,Complete,2024-02-24 13:30:30,2024-02-27 13:30:30,2024-03-02 13:30:30,,35.41
100062,19333,34587,13125,51061,Cancelled,2022-08-05 03:20:32,,,,109.44
100063,28108,32368,26282,120008,Processing,2024-01-17 17:06:28,,,,64.26
100064,29557,93211,20810,148785,Complete,2024-05-29 21:27:35,2024-06-01 21:27:35,2024-06-03 21:27:35,,145.27
100065,820,115992,14796,124603,Returned,2023-08-29 10:25:52,2023-09-01 10:25:52,2023-09-04 10:25:52,2023-09-06 10:25:52,49.39
100066,8175,49758,25024,88807,Cancelled,2024-02-04 08:13:38,,,,28.53
100067,45192,4917,24469,73795,Cancelled,2022-11-22 09:00:44,,,,74.03
100068,21483,55249,23183,142498,Cancelled,2024-01-21 22:51:06,,,,33.21
100069,35153,111954,24406,90466,Complete,2024-08-22 05:29:36,2024-08-24 05:29:36,2024-08-26 05:29:36,,135.34
100070,35148,16792,19952,71066,Shipped,2020-02-23 19:00:35,2020-02-24 19:00:35,,,121.07
100071,33471,72585,27654,146305,Shipped,2019-09-04 15:04:57,2019-09-06 15:04:57,,,86.83
100072,850,81342,11275,66631,Complete,2024-03-04 10:06:54,2024-03-06 10:06:54,2024-03-10 10:06:54,,63.47
100073,10068,105653,25366,144490,Complete,2024-07-23 13:40:16,2024-07-24 13:40:16,2024-07-26 13:40:16,,96.95
100074,5963,73718,28598,92426,Returned,2019-09-06 22:48:04,2019-09-09 22:48:04,2019-09-16 22:48:04,2019-09-28 22:48:04,46.92
100075,39945,73852,29705,60352,Returned,2020-08-08 06:07:12,2020-08-09 06:07:12,2020-08-14 06:07:12,2020-08-29 06:07:12,145.64
100076,29907,38932,15738,86614,Returned,2020-01-28 00:19:22,2020-01-29 00:19:22,2020-02-01 00:19:22,2020-02-11 00:19:22,27.56
100077,47414,120199,21157,128978,Complete,2023-12-21 09:49:41,2023-12-23 09:49:41,2023-12-24 09:49:41,,107.06
100078,15658,121709,28447,104973,Processing,2021-03-13 18:37:09,,,,85.86
100079,32021,45396,23100,102870,Processing,2023-10-31 10:28:50,,,,176.9
100080,37761,42753,16064,111893,Complete,2021-08-29 02:09:21,2021-08-31 02:09:21,2021-09-03 02:09:21,,125.37
100081,49761,59364,16173,56851,Processing,2019-09-24 14:38:47,,,,32.92
100082,48466,18737,13945,148323,Returned,2021-01-24 02:08:14,2021-01-26 02:08:14,2021-02-01 02:08:14,2021-03-01 02:08:14,71.84
100083,31440,54008,25163,102702,Shipped,2021-02-03 18:19:29,2021-02-05 18:19:29,,,56.78
100084,34351,113558,12180,110330,Cancelled,2021-10-22 20:39:41,,,,35.3
100085,47221,85908,10599,67207,Complete,2024-08-08 01:43:55,2024-08-10 01:43:55,2024-08-11 01:43:55,,12.89
100086,3540,25000,21464,119149,Shipped,2019-03-05 14:35:27,2019-03-06 14:35:27,,,66.93
100087,11942,122906,10760,123187,Complete,2023-12-06 10:29:36,2023-12-09 10:29:36,2023-12-14 10:29:36,,6.3
100088,17385,54027,15603,93476,Processing,2019-04-14 16:10:49,,,,171.34
100089,4192,15688,26098,79129,Processing,2019-10-22 16:30:10,,,,181.38
100090,17181,25370,22536,134468,Shipped,2019-09-25 21:59:01,2019-09-27 21:59:01,,,119.07
100091,21767,21936,24108,146861,Cancelled,2020-07-06 20:03:43,,,,39.52
100092,34443,29071,27470,149270,Returned,2020-10-29 10:15:17,2020-10-31 10:15:17,2020-11-02 10:15:17,2020-12-01 10:15:17,132.18
100093,19634,9361,18827,89237,Complete,2024-11-19 18:11:26,2024-11-20 18:11:26,2024-11-23 18:11:26,,27.22
100094,47182,123292,18812,147213,Shipped,2019-06-30 03:21:57,2019-07-03 03:21:57,,,136.21
100095,48850,88011,14547,127512,Complete,2020-11-12 12:20:55,2020-11-15 12:20:55,2020-11-21 12:20:55,,30.12
100096,44117,107230,11374,76621,Shipped,2021-01-08 03:31:24,2021-01-09 03:31:24,,,192.8
100097,25311,91673,10963,55120,Processing,2021-11-12 03:34:39,,,,68.97
100098,4973,119846,19532,109118,Cancelled,2020-06-11 03:03:59,,,,38.73
100099,12660,122088,29176,96643,Cancelled,2019-12-16 17:08:31,,,,154.97
100100,9929,93541,17358,93229,Returned,2023-02-09 10:03:36,2023-02-10 10:03:36,2023-02-11 10:03:36,2023-02-24 10:03:36,119.89
100101,438,6470,19595,118623,Shipped,2021-09-27 02:59:40,2021-09-28 02:59:40,,,49.36
100102,18411,61268,13762,138465,Complete,2021-03-19 22:57:30,2021-03-20 22:57:30,2021-03-25 22:57:30,,84.88
100103,32411,29189,27481,143995,Complete,2021-03-18 19:47:24,2021-03-20 19:47:24,2021-03-24 19:47:24,,196.33
100104,49133,118695,26119,96788,Complete,2024-02-10 01:23:41,2024-02-12 01:23:41,2024-02-14 01:23:41,,72.3
100105,15827,26546,26116,135132,Processing,2022-09-09 23:17:24,,,,84.73
100106,941,64963,24957,139265,Shipped,2020-08-16 20:08:58,2020-08-19 20:08:58,,,38.12
100107,30973,26447,27444,98850,Cancelled,2019-07-25 19:03:43,,,,184.26
100108,25946,18476,18479,119094,Processing,2024-05-26 05:54:51,,,,98.01
100109,22975,82232,25169,80815,Cancelled,2020-06-18 17:32:10,,,,59.62
100110,4748,9573,16442,89346,Returned,2020-04-28 00:17:32,2020-05-01 00:17:32,2020-05-08 00:17:32,2020-06-01 00:17:32,112.33
100111,4831,33959,13050,133305,Complete,2020-09-01 01:43:50,2020-09-02 01:43:50,2020-09-05 01:43:50,,160.53
100112,35306,11973,13258,97229,Returned,2019-05-29 04:21:07,2019-06-01 04:21:07,2019-06-04 04:21:07,2019-06-30 04:21:07,132.07
100113,26860,115750,13217,128022,Cancelled,2021-08-22 11:20:47,,,,153.61
100114,11203,102819,16506,82527,Processing,2020-01-27 05:09:51,,,,111.8
100115,1984,113911,17710,117320,Processing,2019-05-18 15:57:35,,,,124.3
100116,6077,38920,17742,77236,Returned,2023-10-19 06:52:21,2023-10-21 06:52:21,2023-10-26 06:52:21,2023-10-28 06:52:21,6.97
100117,12688,93875,20642,73519,Complete,2021-07-27 03:57:44,2021-07-28 03:57:44,2021-07-31 03:57:44,,43.33
100118,5206,33449,12106,101058,Processing,2022-06-10 22:45:53,,,,110.79
100119,20021,4899,17820,146006,Complete,2023-03-29 10:42:47,2023-03-31 10:42:47,2023-04-04 10:42:47,,196.58
100120,7661,60486,27073,51652,Cancelled,2022-06-03 18:00:22,,,,73.06
100121,1386,37501,10587,69891,Processing,2021-08-04 19:59:32,,,,28.95
100122,13230,51587,26229,146852,Complete,2023-06-28 11:36:43,2023-06-29 11:36:43,2023-07-05 11:36:43,,128.06
100123,41184,104983,23352,94906,Processing,2024-04-13 16:46:31,,,,45.61
100124,40936,88698,27880,71289,Shipped,2022-11-18 20:56:03,2022-11-19 20:56:03,,,187.24
100125,17256,30914,11109,53642,Returned,2023-02-11 06:43:14,2023-02-13 06:43:14,2023-02-19 06:43:14,2023-03-15 06:43:14,110.84
100126,5645,12478,27536,89413,Returned,2020-02-05 05:42:06,2020-02-08 05:42:06,2020-02-09 05:42:06,2020-02-28 05:42:06,80.91
100127,22049,78625,14084,61305,Returned,2020-12-10 04:47:51,2020-12-13 04:47:51,2020-12-18 04:47:51,2021-01-01 04:47:51,195.84
100128,37188,14855,16678,81476,Processing,2022-06-14 18:07:26,,,,66.28
100129,45382,20663,24170,139579,Shipped,2023-01-03 12:58:44,2023-01-06 12:58:44,,,69.92
100130,29915,108339,10766,72823,Returned,2020-11-17 14:06:44,2020-11-19 14:06:44,2020-11-26 14:06:44,2020-12-25 14:06:44,92.39
100131,31310,31752,17999,130074,Shipped,2023-09-12 23:24:04,2023-09-15 23:24:04,,,136.56
100132,13099,58628,14321,123466,Shipped,2024-03-13 00:49:20,2024-03-15 00:49:20,,,164.99
100133,42288,3449,22851,142473,Shipped,2019-02-28 21:36:48,2019-03-03 21:36:48,,,120.7
100134,43478,71050,23947,105144,Processing,2022-05-17 14:56:00,,,,131.69
100135,10887,122736,12461,68259,Processing,2023-07-11 00:01:10,,,,63.72
100136,25779,22858,10766,62867,Returned,2022-11-14 05:29:25,2022-11-15 05:29:25,2022-11-16 05:29:25,2022-12-09 05:29:25,159.49
100137,12524,5189,16455,121670,Complete,2021-08-23 01:25:55,2021-08-24 01:25:55,2021-08-27 01:25:55,,81.65
100138,48910,16099,10614,79571,Shipped,2020-12-18 21:26:48,2020-12-19 21:26:48,,,150.07
100139,41310,43180,28062,59668,Returned,2023-08-19 15:04:20,2023-08-21 15:04:20,2023-08-23 15:04:20,2023-09-03 15:04:20,60.44
100140,7191,52139,22753,132338,Shipped,2022-02-21 12:07:24,2022-02-24 12:07:24,,,157.29
100141,19183,79755,14805,116261,Returned,2019-11-15 13:56:52,2019-11-16 13:56:52,2019-11-17 13:56:52,2019-12-10 13:56:52,47.31
100142,4990,45497,12442,114777,Shipped,2020-07-21 00:29:22,2020-07-24 00:29:22,,,146.1
100143,27401,65058,24598,105051,Processing,2023-10-10 08:12:14,,,,20.37
100144,33355,48631,15156,142261,Shipped,2023-08-27 12:31:54,2023-08-29 12:31:54,,,73.84
100145,12836,58992,28938,116918,Returned,2021-07-05 07:03:04,2021-07-06 07:03:04,2021-07-12 07:03:04,2021-08-02 07:03:04,177.16
100146,37191,26917,28852,82703,Processing,2022-06-12 08:03:03,,,,140.39
100147,20235,80901,15851,71090,Cancelled,2023-09-22 20:31:04,,,,38.15
100148,44917,75169,26090,87591,Cancelled,2024-02-23 16:20:58,,,,119.55
100149,19117,97266,16906,142721,Returned,2020-02-20 21:56:18,2020-02-21 21:56:18,2020-02-22 21:56:18,2020-03-16 21:56:18,122.21
100150,2349,110228,15266,148956,Shipped,2020-06-12 18:16:18,2020-06-13 18:16:18,,,50.38
100151,17132,97016,19648,76025,Processing,2022-09-15 16:57:36,,,,196.44
100152,26218,75627,22400,145951,Complete,2022-08-04 20:51:04,2022-08-05 20:51:04,2022-08-10 20:51:04,,32.63
100153,42607,109244,11120,61357,Returned,2022-07-27 13:52:44,2022-07-30 13:52:44,2022-08-04 13:52:44,2022-08-06 13:52:44,59.51
100154,16664,118632,21765,145582,Returned,2020-04-20 16:18:31,2020-04-22 16:18:31,2020-04-29 16:18:31,2020-05-10 16:18:31,183.8
100155,20075,65235,25354,132066,Shipped,2024-11-25 12:23:09,2024-11-26 12:23:09,,,19.24
100156,10879,38204,27587,61097,Returned,2020-07-19 08:43:24,2020-07-21 08:43:24,2020-07-25 08:43:24,2020-08-06 08:43:24,138.11
100157,21034,100767,27504,74195,Processing,2023-04-07 03:23:15,,,,51.93
100158,29142,18539,21791,117041,Cancelled,2021-07-16 05:46:54,,,,101.47
100159,23826,26133,19696,88380,Returned,2022-07-31 13:35:54,2022-08-02 13:35:54,2022-08-07 13:35:54,2022-08-19 13:35:54,123.82
100160,14338,48923,18823,126225,Processing,2021-04-13 16:52:30,,,,83.56
100161,5572,74139,16627,84015,Cancelled,2020-07-02 19:48:04,,,,87.38
100162,4737,104237,10024,148926,Returned,2021-12-03 15:14:08,2021-12-05 15:14:08,2021-12-12 15:14:08,2021-12-20 15:14:08,193.96
100163,11297,55637,15398,72743,Returned,2023-09-26 15:54:31,2023-09-28 15:54:31,2023-10-05 15:54:31,2023-10-26 15:54:31,90.98
100164,29309,23509,22403,70287,Complete,2022-01-16 15:01:06,2022-01-17 15:01:06,2022-01-22 15:01:06,,130.39
100165,23060,79363,21111,145888,Returned,2019-09-05 11:13:13,2019-09-08 11:13:13,2019-09-15 11:13:13,2019-10-02 11:13:13,114.71
100166,45991,82423,28138,140626,Returned,2024-07-08 04:55:52,2024-07-10 04:55:52,2024-07-15 04:55:52,2024-08-12 04:55:52,8.46
100167,3025,21028,10133,92726,Processing,2020-01-31 17:15:14,,,,41.39
100168,22304,58718,18147,136129,Processing,2022-01-13 22:09:24,,,,103.16
100169,42062,88294,26708,69758,Complete,2021-09-15 07:45:53,2021-09-17 07:45:53,2021-09-18 07:45:53,,123.1
100170,39500,25055,20327,126397,Processing,2022-06-22 22:15:55,,,,54.15
100171,26525,66217,21244,52829,Cancelled,2020-01-12 11:18:27,,,,13.7
100172,16382,25369,26873,100483,Processing,2021-11-14 15:40:45,,,,94.78
100173,49037,108972,22934,105889,Shipped,2020-02-08 22:30:20,2020-02-10 22:30:20,,,154.01
100174,30479,90769,28538,135067,Cancelled,2024-01-22 16:59:23,,,,182.19
100175,998,24275,10991,141311,Processing,2021-01-22 19:01:02,,,,111.67
100176,14845,53150,23886,73274,Returned,2020-04-27 04:24:43,2020-04-29 04:24:43,2020-05-03 04:24:43,2020-05-23 04:24:43,130.12
100177,7429,4048,15472,114560,Cancelled,2019-11-23 06:13:14,,,,77.59
100178,16644,18007,16455,65733,Processing,2024-08-26 03:29:23,,,,124.82
100179,11533,4261,27638,144033,Shipped,2019-05-27 11:23:20,2019-05-30 11:23:20,,,137.45
100180,24785,100895,13116,128834,Shipped,2022-03-26 01:17:55,2022-03-27 01:17:55,,,64.96
100181,49112,80342,18810,82313,Cancelled,2024-04-10 13:38:59,,,,13.94
100182,47607,110836,18320,65132,Returned,2024-04-26 17:10:31,2024-04-29 17:10:31,2024-05-05 17:10:31,2024-05-31 17:10:31,194.17
100183,12517,54342,22746,65193,Shipped,2022-11-15 10:53:10,2022-11-17 10:53:10,,,159.1
100184,41659,121236,20982,139731,Processing,2023-12-04 23:09:28,,,,195.67
100185,4225,96248,20162,122593,Cancelled,2019-03-05 16:26:51,,,,97.72
100186,23406,80686,13574,86151,Cancelled,2019-12-04 04:55:14,,,,8.62
100187,23338,9780,11171,137064,Returned,2023-04-03 23:17:56,2023-04-05 23:17:56,2023-04-11 23:17:56,2023-04-20 23:17:56,94.86
100188,4438,86141,25920,104806,Cancelled,2021-03-01 06:13:53,,,,159.32
100189,44538,53526,24170,126243,Shipped,2019-02-24 20:52:15,2019-02-26 20:52:15,,,112.98
100190,34691,116316,15499,114994,Shipped,2024-04-08 06:20:32,2024-04-09 06:20:32,,,85.51
100191,13509,105718,21704,91048,Shipped,2020-01-03 22:57:52,2020-01-06 22:57:52,,,25.71
100192,49535,1619,18396,50926,Processing,2021-04-09 07:34:50,,,,122.21
100193,5212,46477,24836,51456,Returned,2021-12-18 12:58:23,2021-12-21 12:58:23,2021-12-22 12:58:23,2022-01-11 12:58:23,177.98
100194,46304,20586,18963,90619,Returned,2020-01-24 20:04:10,2020-01-26 20:04:10,2020-01-29 20:04:10,2020-02-05 20:04:10,48.03
100195,41089,17201,24537,77700,Processing,2023-02-16 10:59:44,,,,154.18
100196,19740,10635,15888,110403,Processing,2021-01-27 10:17:43,,,,184.77
100197,39099,73509,22579,90202,Shipped,2019-11-12 10:58:40,2019-11-14 10:58:40,,,34.06
100198,34357,75934,11420,100819,Complete,2024-03-27 06:24:31,2024-03-29 06:24:31,2024-03-31 06:24:31,,68.58
100199,34440,114163,24743,81854,Returned,2019-05-16 09:46:08,2019-05-19 09:46:08,2019-05-21 09:46:08,2019-05-27 09:46:08,169.11
100200,2532,56742,23949,137340,Returned,2022-07-23 14:54:55,2022-07-25 14:54:55,2022-07-31 14:54:55,2022-08-12 14:54:55,183.76
100201,16472,95796,18775,144687,Returned,2024-12-26 04:19:03,2024-12-28 04:19:03,2024-12-29 04:19:03,2024-12-31 04:19:03,54.63
100202,17188,48029,20180,122164,Processing,2021-08-21 21:25:06,,,,83.28
100203,9546,18927,14570,79861,Processing,2022-04-13 07:25:19,,,,82.66
100204,8990,1935,24148,57803,Processing,2022-01-09 19:49:03,,,,6.76
100205,26146,99576,29382,95625,Processing,2022-07-03 09:07:05,,,,175.0
100206,25018,51371,28006,120315,Processing,2020-10-02 12:10:52,,,,148.72
100207,43315,89113,18278,88416,Complete,2022-04-13 22:21:31,2022-04-14 22:21:31,2022-04-18 22:21:31,,131.22
100208,35798,74884,12060,91437,Processing,2020-09-29 20:01:55,,,,145.49
100209,9198,32804,20071,97945,Cancelled,2023-03-19 12:16:14,,,,66.72
100210,46553,47295,16797,105090,Processing,2020-07-22 04:56:05,,,,39.78
100211,40687,55831,21729,125036,Cancelled,2021-01-30 13:36:45,,,,175.56
100212,2775,14120,11739,123118,Returned,2023-07-04 08:13:22,2023-07-05 08:13:22,2023-07-10 08:13:22,2023-07-20 08:13:22,80.03
100213,7401,103436,11800,142440,Complete,2023-07-01 11:55:50,2023-07-02 11:55:50,2023-07-07 11:55:50,,54.44
100214,23024,78456,13530,84490,Shipped,2021-10-14 20:50:33,2021-10-16 20:50:33,,,195.83
100215,30074,40574,24265,86537,Processing,2024-04-24 01:37:20,,,,23.99
100216,43418,102842,28420,144925,Cancelled,2019-08-20 14:36:00,,,,192.66
100217,36569,117113,29697,97135,Shipped,2021-05-22 02:46:42,2021-05-25 02:46:42,,,195.02
100218,12495,34203,29779,128316,Shipped,2019-02-09 23:58:07,2019-02-10 23:58:07,,,40.36
100219,7866,55238,27962,96623,Shipped,2023-02-08 13:46:40,2023-02-10 13:46:40,,,87.5
100220,47701,108499,18391,88595,Complete,2022-03-15 04:18:14,2022-03-16 04:18:14,2022-03-23 04:18:14,,177.45
100221,40379,4193,20163,90629,Returned,2019-02-18 07:52:39,2019-02-20 07:52:39,2019-02-23 07:52:39,2019-03-15 07:52:39,71.35
100222,26924,89016,12974,71092,Complete,2020-03-26 12:53:39,2020-03-27 12:53:39,2020-03-28 12:53:39,,162.43
100223,8889,53142,27546,60496,Cancelled,2022-08-26 08:54:53,,,,40.72
100224,34676,21898,21490,82181,Complete,2021-01-07 03:08:05,2021-01-08 03:08:05,2021-01-12 03:08:05,,98.02
100225,39156,24236,13581,69203,Complete,2022-07-02 01:25:18,2022-07-03 01:25:18,2022-07-07 01:25:18,,66.22
100226,25882,69289,25882,59003,Returned,2020-01-21 12:03:16,2020-01-24 12:03:16,2020-01-30 12:03:16,2020-02-15 12:03:16,86.03
100227,31791,104579,27843,70796,Complete,2024-11-02 21:23:57,2024-11-04 21:23:57,2024-11-10 21:23:57,,69.21
100228,14852,23370,11824,122665,Complete,2023-08-14 05:36:14,2023-08-17 05:36:14,2023-08-20 05:36:14,,167.5
100229,6745,7728,18260,77147,Shipped,2020-07-07 22:45:55,2020-07-10 22:45:55,,,82.54
100230,40989,91525,28377,147820,Returned,2023-05-16 17:10:25,2023-05-17 17:10:25,2023-05-19 17:10:25,2023-05-21 17:10:25,76.2
100231,19031,121203,24189,126100,Shipped,2023-07-28 05:46:33,2023-07-30 05:46:33,,,119.87
100232,31773,55729,20166,66054,Complete,2023-05-16 16:00:22,2023-05-18 16:00:22,2023-05-21 16:00:22,,90.03
100233,40889,11296,22110,147828,Cancelled,2021-08-16 07:06:41,,,,123.9
100234,1277,12702,24080,78176,Shipped,2021-09-10 13:38:52,2021-09-12 13:38:52,,,55.75
100235,36166,10639,17597,89906,Complete,2023-04-05 20:49:06,2023-04-08 20:49:06,2023-04-15 20:49:06,,196.77
100236,43277,116043,14738,147492,Cancelled,2019-01-18 12:49:23,,,,173.38
100237,27147,43955,11854,120721,Returned,2024-08-25 11:03:22,2024-08-28 11:03:22,2024-09-03 11:03:22,2024-09-27 11:03:22,132.61
100238,14412,90598,19879,138405,Processing,2020-08-29 16:29:06,,,,134.9
100239,19376,65692,25707,135656,Cancelled,2024-05-01 09:31:48,,,,42.62
100240,33180,48811,18506,66777,Complete,2024-05-19 19:34:33,2024-05-21 19:34:33,2024-05-24 19:34:33,,163.22
100241,45188,32053,29927,68746,Processing,2023-07-13 19:40:11,,,,165.71
100242,41977,12871,15205,76278,Processing,2019-11-22 15:23:45,,,,157.71
100243,19779,42484,20369,67043,Shipped,2023-10-31 13:18:47,2023-11-03 13:18:47,,,8.54
100244,26110,50179,16269,130566,Shipped,2022-10-09 07:37:30,2022-10-11 07:37:30,,,163.72
100245,14692,16344,24455,118903,Shipped,2019-12-11 12:59:08,2019-12-12 12:59:08,,,115.88
100246,30456,108830,21873,117612,Shipped,2022-08-01 06:10:25,2022-08-03 06:10:25,,,70.88
100247,25639,42386,22380,63442,Returned,2022-05-27 00:45:35,2022-05-30 00:45:35,2022-05-31 00:45:35,2022-06-04 00:45:35,93.45
100248,34558,66764,12202,121990,Cancelled,2023-12-29 16:57:27,,,,24.17
100249,13894,11392,26973,97524,Shipped,2020-03-03 13:40:26,2020-03-04 13:40:26,,,67.02
100250,40513,53423,21759,113360,Processing,2024-01-24 13:51:34,,,,32.15
100251,12013,78586,11342,142007,Complete,2019-01-15 04:58:15,2019-01-18 04:58:15,2019-01-20 04:58:15,,150.55
100252,42323,81763,22356,86962,Processing,2021-07-10 12:01:05,,,,22.71
100253,49637,50600,29513,101334,Complete,2023-04-10 06:57:33,2023-04-12 06:57:33,2023-04-17 06:57:33,,134.79
100254,44494,2039,28518,144579,Cancelled,2023-08-24 23:17:33,,,,115.06
100255,11506,53529,25402,147254,Shipped,2019-09-24 17:52:46,2019-09-26 17:52:46,,,165.36
100256,32342,56441,23825,110809,Cancelled,2022-10-13 01:06:26,,,,154.13
100257,41752,114490,22546,114826,Returned,2021-09-15 21:19:29,2021-09-16 21:19:29,2021-09-20 21:19:29,2021-10-03 21:19:29,164.33
